organoid_id,region_id,time_idx,condition,burden,burden_norm,delta_burden,pathology_z,target_positive
control_pseudo_2,cEn,0,control,0.036499675,0.9999999999726026,0.0,3.5870010062173128,1
control_pseudo_2,cEn,1,control,0.0,0.0,-0.9999999999726026,-0.6135219734254534,0
control_pseudo_2,cEn,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cEnt,0,control,0.002246615,0.25721227985722644,0.0,0.4669041187907333,1
control_pseudo_2,cEnt,1,control,0.00087684,0.10038836893282135,-0.1568239109244051,-0.19183832282272836,1
control_pseudo_2,cEnt,2,control,0.0,0.0,-0.10038836893282135,-0.6135219734254534,0
control_pseudo_2,cHipp,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cHipp,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cHipp,2,control,0.000574764,0.24496496830771158,0.24496496830771158,0.41545900518674245,1
control_pseudo_2,cIC,0,control,3.83158e-05,0.008807733815266098,0.0,-0.576524885134838,0
control_pseudo_2,cIC,1,control,3.50873e-05,0.008065591706199169,-0.0007421421090669286,-0.5796422701182196,0
control_pseudo_2,cIC,2,control,0.0,0.0,-0.008065591706199169,-0.6135219734254534,0
control_pseudo_2,cIns,0,control,0.040793791,0.4305140677062084,0.0,1.194862261083502,1
control_pseudo_2,cIns,1,control,0.003651631,0.03853720081009606,-0.3919768668961124,-0.45164557584710213,1
control_pseudo_2,cIns,2,control,0.0,0.0,-0.03853720081009606,-0.6135219734254534,0
control_pseudo_2,cLDThal,0,control,0.0191578,0.08040840070445004,0.0,-0.27576463850083377,1
control_pseudo_2,cLDThal,1,control,0.0,0.0,-0.08040840070445004,-0.6135219734254534,0
control_pseudo_2,cLDThal,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cLEnt,0,control,0.005313161,0.21191189549458922,0.0,0.2766188132836125,1
control_pseudo_2,cLEnt,1,control,0.0,0.0,-0.21191189549458922,-0.6135219734254534,0
control_pseudo_2,cLEnt,2,control,0.001584285,0.06318815434985789,0.06318815434985789,-0.3480986790303895,1
control_pseudo_2,cLS,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cLS,1,control,0.000460861,0.06658739268335118,0.06658739268335118,-0.33382010029687714,1
control_pseudo_2,cLS,2,control,0.0,0.0,-0.06658739268335118,-0.6135219734254534,0
control_pseudo_2,cM,0,control,0.001896145,0.06969760524735226,0.0,-0.320755580949859,1
control_pseudo_2,cM,1,control,0.004182758,0.1568554032466863,0.08715779799933403,0.04535275241143632,1
control_pseudo_2,cM,2,control,0.008061588,0.3047030196180429,0.14784761637135663,0.6663900624817427,1
control_pseudo_2,cM1,0,control,0.000372443,0.0050865212944574845,0.0,-0.5921559238410571,0
control_pseudo_2,cM1,1,control,0.029983495,0.6942242211800164,0.6891376998855588,2.3025828207457013,1
control_pseudo_2,cM1,2,control,0.000327737,0.004046079029485479,-0.6901781421505309,-0.5965263254841834,0
control_pseudo_2,cM2,0,control,0.021156635,0.13290871201356938,0.0,-0.05523587440243709,1
control_pseudo_2,cM2,1,control,0.03770107,0.2427299757021351,0.1098212636885657,0.4060708673874295,1
control_pseudo_2,cM2,2,control,0.0119655,0.07189834445298449,-0.1708316312491506,-0.31151132534414677,1
control_pseudo_2,cMDThal,0,control,0.000385008,0.07292619263613688,0.0,-0.3071938254311128,1
control_pseudo_2,cMDThal,1,control,0.0,0.0,-0.07292619263613688,-0.6135219734254534,0
control_pseudo_2,cMDThal,2,control,8.83955e-05,0.01674341120487792,0.01674341120487792,-0.5431908898998288,0
control_pseudo_2,cMO,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cMO,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cMO,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cMS,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cMS,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cMS,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cMamm,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cMamm,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cMamm,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cPAG,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cPAG,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cPAG,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cPMCo,0,control,0.000985905,0.2823877872176601,0.0,0.5726544159852979,1
control_pseudo_2,cPMCo,1,control,0.0,0.0,-0.2823877872176601,-0.6135219734254534,0
control_pseudo_2,cPMCo,2,control,0.000412605,0.11818036519232852,0.11818036519232852,-0.11710263367890278,1
control_pseudo_2,cPRh,0,control,0.004490053,0.17435863282798955,0.0,0.11887547048767805,1
control_pseudo_2,cPRh,1,control,0.0145728,0.5658938735190266,0.39153524069103707,1.7635282463953998,1
control_pseudo_2,cPRh,2,control,0.009916132,0.3850652138096983,-0.18082865970932832,1.003953305887554,1
control_pseudo_2,cPS,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cPS,1,control,0.000575062,0.18158055933994513,0.18158055933994513,0.1492113387592699,1
control_pseudo_2,cPS,2,control,0.0,0.0,-0.18158055933994513,-0.6135219734254534,0
control_pseudo_2,cPir,0,control,0.026168345,0.9999999999617859,0.0,3.587001006171877,1
control_pseudo_2,cPir,1,control,1.8792e-05,0.0007181195447890144,-0.9992818804169968,-0.610505495775354,0
control_pseudo_2,cPir,2,control,0.001536993,0.05873481872626126,0.058016699181472245,-0.36680501765388135,1
control_pseudo_2,cPnO,0,control,7.89295e-05,0.0038724304507785643,0.0,-0.5972557403294441,0
control_pseudo_2,cPnO,1,control,0.0,0.0,-0.0038724304507785643,-0.6135219734254534,0
control_pseudo_2,cPnO,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cPrL,0,control,0.000468883,0.011764869713287964,0.0,-0.5641033678409302,0
control_pseudo_2,cPrL,1,control,0.0,0.0,-0.011764869713287964,-0.6135219734254534,0
control_pseudo_2,cPrL,2,control,0.021572095,0.5412712491552705,0.5412712491552705,1.6601003469334967,1
control_pseudo_2,cRSA,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cRSA,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cRSA,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cRSC,0,control,0.000912525,0.051077638679625885,0.0,-0.3989691783999165,1
control_pseudo_2,cRSC,1,control,0.0,0.0,-0.051077638679625885,-0.6135219734254534,0
control_pseudo_2,cRSC,2,control,0.000861067,0.04819733059910624,0.04819733059910624,-0.4110679786809215,1
control_pseudo_2,cRSC-b,0,control,0.000171165,0.03903545380262187,0.0,-0.44955265270226435,1
control_pseudo_2,cRSC-b,1,control,0.0,0.0,-0.03903545380262187,-0.6135219734254534,0
control_pseudo_2,cRSC-b,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cS1,0,control,0.000147339,0.003703599433328257,0.0,-0.5979649188979399,0
control_pseudo_2,cS1,1,control,0.01073588,0.26986337008042793,0.26615977064709967,0.520045313992281,1
control_pseudo_2,cS1,2,control,0.005047686,0.12688159285198744,-0.1429817772284405,-0.08055292694240089,1
control_pseudo_2,cS1-b,0,control,0.0316391,0.9999999999683936,0.0,3.5870010061996327,1
control_pseudo_2,cS1-b,1,control,0.0,0.0,-0.9999999999683936,-0.6135219734254534,0
control_pseudo_2,cS1-b,2,control,0.003504376,0.11076092556012146,0.11076092556012146,-0.1482681603509147,1
control_pseudo_2,cS2,0,control,0.041341944,0.9999999999758116,0.0,3.587001006230792,1
control_pseudo_2,cS2,1,control,0.000512621,0.01239953786371537,-0.9876004621120962,-0.5614374296905396,0
control_pseudo_2,cS2,2,control,0.01243822,0.3008620010635963,0.2884624631998809,0.6502557757781133,1
control_pseudo_2,cSC,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cSC,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cSC,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cSN,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cSN,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cSN,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cSuC,0,control,0.000205536,0.02142025940951507,0.0,-0.5235456815434111,0
control_pseudo_2,cSuC,1,control,0.0,0.0,-0.02142025940951507,-0.6135219734254534,0
control_pseudo_2,cSuC,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cSuM,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cSuM,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cSuM,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cTC,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cTC,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cTC,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cTeA,0,control,0.000543942,0.015867686721082463,0.0,-0.546869390717948,0
control_pseudo_2,cTeA,1,control,0.005010913,0.14617661013600622,0.13030892341492376,0.0004962365539448811,1
control_pseudo_2,cTeA,2,control,0.007199275,0.21001474480536705,0.06383813466936084,0.2686497882174714,1
control_pseudo_2,cV,0,control,0.001461971,0.2524709660828282,0.0,0.4469881213271311,1
control_pseudo_2,cV,1,control,8.97695e-05,0.0155024910820888,-0.23696847500073942,-0.5484034033916484,0
control_pseudo_2,cV,2,control,0.004159461,0.7183064076194716,0.7028039165373828,2.403740598287446,1
control_pseudo_2,cV-b,0,control,0.000193036,0.013307600910310908,0.0,-0.557623089996246,0
control_pseudo_2,cV-b,1,control,0.000150749,0.010392401052800818,-0.0029151998575100892,-0.569868453988304,0
control_pseudo_2,cV-b,2,control,0.002718586,0.18741508075363397,0.17702267970083316,0.17371938003335916,1
control_pseudo_2,cVLThal,0,control,0.000212737,0.10730879324717396,0.0,-0.16276892146061528,1
control_pseudo_2,cVLThal,1,control,0.0,0.0,-0.10730879324717396,-0.6135219734254534,0
control_pseudo_2,cVLThal,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cVMThal,0,control,0.000137295,0.07053396615657366,0.0,-0.31724242773130334,1
control_pseudo_2,cVMThal,1,control,0.000313226,0.1609168001992712,0.09038283404269755,0.06241274364068779,1
control_pseudo_2,cVMThal,2,control,4.67277e-05,0.024005899780578516,-0.1369109004186927,-0.5126846397473694,0
control_pseudo_2,cVO,0,control,0.000165178,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cVO,1,control,0.001219645,0.014263144131786228,0.014263144131786228,-0.5536093087362871,0
control_pseudo_2,cVO,2,control,0.002439902,0.03076883038732676,0.016505686255540532,-0.48427679432321574,0
control_pseudo_2,cVTA,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cVTA,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cVTA,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,cot,0,control,0.0056821,0.6522677441194462,0.0,2.1263436747030933,1
control_pseudo_2,cot,1,control,0.0,0.0,-0.6522677441194462,-0.6135219734254534,0
control_pseudo_2,cot,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iAI,0,control,0.028367347,0.1816130297676377,0.0,0.14934773153695516,1
control_pseudo_2,iAI,1,control,0.031884055,0.20743033328261137,0.02581730351497366,0.2577939082269851,1
control_pseudo_2,iAI,2,control,0.004889975,0.009257963990796342,-0.19817236929181503,-0.5746336829363428,0
control_pseudo_2,iAI-b,0,control,0.000145606,0.0013289632688107276,0.0,-0.6079396326755598,0
control_pseudo_2,iAI-b,1,control,0.021617275,0.19730343836641634,0.1959744750976056,0.21525565341791494,1
control_pseudo_2,iAI-b,2,control,0.00420566,0.038385558707103584,-0.15891787965931276,-0.45228255198542083,1
control_pseudo_2,iAIP,0,control,0.04079351,0.1245427287680412,0.0,-0.09037737927354735,1
control_pseudo_2,iAIP,1,control,0.0448124,0.13681241400029,0.012269685232248806,-0.038838284501090704,1
control_pseudo_2,iAIP,2,control,0.02242269,0.06845655102784413,-0.06835586297244588,-0.3259686577180283,1
control_pseudo_2,iAcb,0,control,7.35725e-05,0.004037258730046936,0.0,-0.5965633753546633,0
control_pseudo_2,iAcb,1,control,0.000267976,0.014705065689531522,0.010667806959484586,-0.5517530070777276,0
control_pseudo_2,iAcb,2,control,0.011750588,0.6448083725058245,0.6301033068162929,2.0950104128255216,1
control_pseudo_2,iAu,0,control,0.002319095,0.03372221103315704,0.0,-0.47187105105243365,1
control_pseudo_2,iAu,1,control,0.001396101,0.020300855525798456,-0.013421355507358585,-0.5282477632805929,0
control_pseudo_2,iAu,2,control,0.01259044,0.18307894876247055,0.16277809323667208,0.15550535796121404,1
control_pseudo_2,iBLA,0,control,0.009636325,0.020870655476069814,0.0,-0.5258543054956132,0
control_pseudo_2,iBLA,1,control,0.05697065,0.12947689069424329,0.10860623521817347,-0.06965131871668925,1
control_pseudo_2,iBLA,2,control,0.02706828,0.06086740212963707,-0.06860948856460622,-0.3578470520617511,1
control_pseudo_2,iBLP,0,control,0.12464405,0.1451026535319368,0.0,-0.004014942840711422,1
control_pseudo_2,iBLP,1,control,0.0,0.0,-0.1451026535319368,-0.6135219734254534,0
control_pseudo_2,iBLP,2,control,0.00711119,0.008278393864526815,0.008278393864526815,-0.5787483897620223,0
control_pseudo_2,iBMA,0,control,0.00087645,0.04501038712861563,0.0,-0.42445480796390656,1
control_pseudo_2,iBMA,1,control,0.00020037,0.01029006933534225,-0.03472031779327338,-0.5702983007190467,0
control_pseudo_2,iBMA,2,control,0.008132575,0.4176511484996306,0.4073610791642883,1.140831273369503,1
control_pseudo_2,iCA,0,control,0.002616155,0.1875699267662007,0.0,0.1743698142674696,1
control_pseudo_2,iCA,1,control,0.00313691,0.22490639085687303,0.03733646409067232,0.33120248966324245,1
control_pseudo_2,iCA,2,control,0.013947625,0.9999999999283031,0.7750936090714301,3.587001006031232,1
control_pseudo_2,iCPu,0,control,0.00084523,0.005390106709728446,0.0,-0.5908807063278921,0
control_pseudo_2,iCPu,1,control,0.003023443,0.03352135256225248,0.028131245852524033,-0.47271476167514725,1
control_pseudo_2,iCPu,2,control,0.014183918,0.17765696558813573,0.14413561302588326,0.13273019304156022,1
control_pseudo_2,iCauThal,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iCauThal,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iCauThal,2,control,0.000284337,0.0029796096726420907,0.0029796096726420907,-0.6010060545248116,0
control_pseudo_2,iCg,0,control,0.003588668,0.03749373653498771,0.0,-0.45602867151325116,1
control_pseudo_2,iCg,1,control,0.0080777,0.08439430886576027,0.046900572330772564,-0.2590217396740458,1
control_pseudo_2,iCg,2,control,0.024099935,0.25179164341764937,0.1673973345518891,0.444134610861377,1
control_pseudo_2,iCl,0,control,0.00422565,0.03398083196860782,0.0,-0.47078470787002613,1
control_pseudo_2,iCl,1,control,0.03377249,0.27158361621324245,0.23760278424463463,0.527271247404008,1
control_pseudo_2,iCl,2,control,0.00315211,0.025347892100994734,-0.24623572411224773,-0.5070475701668026,0
control_pseudo_2,iDEn,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iDEn,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iDEn,2,control,0.001133915,0.003756041087664899,0.003756041087664899,-0.5977446365238024,0
control_pseudo_2,iDP,0,control,0.010178024,0.069826151951654,0.0,-0.3202156175644674,1
control_pseudo_2,iDP,1,control,0.00502864,0.034498894947601354,-0.03532725700405264,-0.468608572421802,1
control_pseudo_2,iDP,2,control,0.002011355,0.013798865070343615,-0.02070002987725774,-0.5555595236028972,0
control_pseudo_2,iDpMe,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iDpMe,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iDpMe,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iEct,0,control,0.014717033,0.20681921487421542,0.0,0.2552268913091649,1
control_pseudo_2,iEct,1,control,0.001308036,0.01838189657842102,-0.1884373182957944,-0.5363083944362638,0
control_pseudo_2,iEct,2,control,0.018450372,0.2592840181290079,0.2409021215505869,0.4756065030093952,1
control_pseudo_2,iEn,0,control,0.00569395,0.19994241157808262,0.0,0.22634072103648456,1
control_pseudo_2,iEn,1,control,0.0,0.0,-0.19994241157808262,-0.6135219734254534,0
control_pseudo_2,iEn,2,control,0.01063933,0.3735988720967065,0.3735988720967065,0.9557886740283759,1
control_pseudo_2,iEnt,0,control,0.002170978,0.07742950000838396,0.0,-0.288277579329076,1
control_pseudo_2,iEnt,1,control,0.004208465,0.1500979469864658,0.07266844697808185,0.016967902105671655,1
control_pseudo_2,iEnt,2,control,0.012063575,0.4302561244580279,0.28015817747156213,1.1937787645420463,1
control_pseudo_2,iHipp,0,control,0.000279142,0.03397391691919442,0.0,-0.4708137546939933,1
control_pseudo_2,iHipp,1,control,5.48606e-05,0.006676994026470962,-0.02729692289272346,-0.5854751065815563,0
control_pseudo_2,iHipp,2,control,0.005795888,0.7054080625092458,0.6987310684827749,2.3495608032510953,1
control_pseudo_2,iIC,0,control,0.002642185,0.2583810013627733,0.0,0.4718133603317201,1
control_pseudo_2,iIC,1,control,0.0,0.0,-0.2583810013627733,-0.6135219734254534,0
control_pseudo_2,iIC,2,control,0.000714008,0.06982330988217367,0.06982330988217367,-0.3202275557426296,1
control_pseudo_2,iIns,0,control,0.00098536,0.0025586542189190774,0.0,-0.6027742875816295,0
control_pseudo_2,iIns,1,control,0.02635692,0.068440209218674,0.06588155499975493,-0.3260373018629783,1
control_pseudo_2,iIns,2,control,0.007790475,0.02022928850991881,-0.048210920708755184,-0.528548382175388,0
control_pseudo_2,iLDThal,0,control,0.00164716,0.15624598334996545,0.0,0.04279287013093879,1
control_pseudo_2,iLDThal,1,control,0.0,0.0,-0.15624598334996545,-0.6135219734254534,0
control_pseudo_2,iLDThal,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iLEnt,0,control,0.010253361,0.10637789434476742,0.0,-0.1666791836920053,1
control_pseudo_2,iLEnt,1,control,0.004010453,0.04160816589883605,-0.06476972844593137,-0.4387459164218157,1
control_pseudo_2,iLEnt,2,control,0.004703824,0.048801840926929345,0.007193675028093295,-0.4085287191573996,1
control_pseudo_2,iLS,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iLS,1,control,0.00092496,0.03389577094285271,0.03389577094285271,-0.4711420086633923,1
control_pseudo_2,iLS,2,control,0.003907411,0.14318966034810487,0.10929388940525217,-0.012050514669517549,1
control_pseudo_2,iM,0,control,0.012032641,0.06204978476810455,0.0,-0.3528804266180017,1
control_pseudo_2,iM,1,control,0.017929145,0.09868447114261844,0.03663468637451389,-0.1989955846456343,1
control_pseudo_2,iM,2,control,0.030174703,0.17476551455595618,0.07608104341333774,0.12058458653604545,1
control_pseudo_2,iM1,0,control,0.00869148,0.11851878114006126,0.0,-0.11568110971373491,1
control_pseudo_2,iM1,1,control,0.07256125,0.9894598972786303,0.870941116138569,3.542727062642274,1
control_pseudo_2,iM1,2,control,0.004189952,0.05713503385791165,-0.9323248634207186,-0.37352495075605274,1
control_pseudo_2,iM2,0,control,0.26633468,0.8125003119631413,0.0,2.799404258036143,1
control_pseudo_2,iM2,1,control,0.1664917,0.48993625495314025,-0.32256405701000107,1.444466524121713,1
control_pseudo_2,iM2,2,control,0.050864245,0.11637708247510199,-0.37355917247803827,-0.124677364171613,1
control_pseudo_2,iMDThal,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iMDThal,1,control,0.00285799,0.06371633868175569,0.06371633868175569,-0.3458800286067047,1
control_pseudo_2,iMDThal,2,control,0.00065306,0.014559390389577072,-0.04915694829217862,-0.5523649195227693,0
control_pseudo_2,iMO,0,control,0.009292755,0.2583364705304253,0.0,0.4716263075471345,1
control_pseudo_2,iMO,1,control,0.003214424,0.08936025440768554,-0.16897621612273978,-0.23816217130896267,1
control_pseudo_2,iMO,2,control,0.014178245,0.3941519787851558,0.30479172437747026,1.0421224709786219,1
control_pseudo_2,iMS,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iMS,1,control,0.000208752,0.01988231685872096,0.01988231685872096,-0.5300058445695691,0
control_pseudo_2,iMS,2,control,0.000586655,0.05587520405434652,0.03599288719562556,-0.378816894796512,1
control_pseudo_2,iMamm,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iMamm,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iMamm,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iPAG,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iPAG,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iPAG,2,control,0.003542705,0.7216941646847057,0.7216941646847057,2.4179709496897988,1
control_pseudo_2,iPMCo,0,control,0.01277638,0.028625796506509565,0.0,-0.49327865738598803,0
control_pseudo_2,iPMCo,1,control,0.0,0.0,-0.028625796506509565,-0.6135219734254534,0
control_pseudo_2,iPMCo,2,control,0.018319645,0.04104561932577893,0.04104561932577893,-0.44110890622912613,1
control_pseudo_2,iPRh,0,control,0.015036423,0.18531124565971713,0.0,0.16488217237574043,1
control_pseudo_2,iPRh,1,control,0.000449864,0.0,-0.18531124565971713,-0.6135219734254534,0
control_pseudo_2,iPRh,2,control,0.019611528,0.24343450876611528,0.24343450876611528,0.40903027471267744,1
control_pseudo_2,iPS,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iPS,1,control,0.000274821,0.03482814674369315,0.03482814674369315,-0.4672255426861918,1
control_pseudo_2,iPS,2,control,0.001432987,0.1816028670218237,0.14677472027813054,0.14930504268962602,1
control_pseudo_2,iPir,0,control,0.014208935,0.13382687975649182,0.0,-0.051379089699018964,1
control_pseudo_2,iPir,1,control,0.000272816,0.0,-0.13382687975649182,-0.6135219734254534,0
control_pseudo_2,iPir,2,control,0.018824753,0.17815202655409385,0.17815202655409385,0.1348097080054484,1
control_pseudo_2,iPnO,0,control,0.000739058,0.020086154414256353,0.0,-0.5291496202334051,0
control_pseudo_2,iPnO,1,control,0.001196338,0.03251413258450976,0.012427978170253408,-0.47694561233732674,0
control_pseudo_2,iPnO,2,control,0.000107339,0.0029172645836617185,-0.029596868000848042,-0.6012679365037488,0
control_pseudo_2,iPrL,0,control,0.092924027,0.9999999999892385,0.0,3.587001006287192,1
control_pseudo_2,iPrL,1,control,0.006134319,0.06601434739729892,-0.9339856525919396,-0.3362271901893816,1
control_pseudo_2,iPrL,2,control,0.01902814,0.20477093615190856,0.13875658875460964,0.24662304946716587,1
control_pseudo_2,iRSA,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iRSA,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iRSA,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iRSC,0,control,0.008907067,0.12502614517304345,0.0,-0.0883467775555435,1
control_pseudo_2,iRSC,1,control,0.000647178,0.009084266524637112,-0.11594187864840633,-0.5753633031344703,0
control_pseudo_2,iRSC,2,control,0.015363811,0.21565775406171322,0.2065734875370761,0.2923533782737397,1
control_pseudo_2,iRSC-b,0,control,0.00023985,0.014458551217935756,0.0,-0.5527884967805085,0
control_pseudo_2,iRSC-b,1,control,0.0,0.0,-0.014458551217935756,-0.6135219734254534,0
control_pseudo_2,iRSC-b,2,control,0.00707933,0.4267536184851746,0.4267536184851746,1.1790664077163369,1
control_pseudo_2,iS1,0,control,9.6457e-05,0.0010522819059805826,0.0,-0.6091018390981986,0
control_pseudo_2,iS1,1,control,0.016505415,0.18006313233047366,0.17901085042449308,0.14283735173587978,1
control_pseudo_2,iS1,2,control,0.00698953,0.07625113729753633,-0.10381199503293734,-0.29322731897448123,1
control_pseudo_2,iS1-b,0,control,0.00824528,0.015463720569500319,0.0,-0.5485662598207132,0
control_pseudo_2,iS1-b,1,control,0.006307476,0.01180395516495248,-0.0036597654045478385,-0.5639391885030393,0
control_pseudo_2,iS1-b,2,control,0.009710755,0.018231438412083852,0.006427483247131372,-0.5369403974214553,0
control_pseudo_2,iS2,0,control,0.01668502,0.04279991559895662,0.0,-0.4337399444203397,1
control_pseudo_2,iS2,1,control,0.01379795,0.035254601322590555,-0.007545314276366066,-0.4654342104277103,1
control_pseudo_2,iS2,2,control,0.018214805,0.046797985822494906,0.01154338449990435,-0.41694595857168154,1
control_pseudo_2,iSC,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iSC,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iSC,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iSN,0,control,0.01819959,0.025826524153983725,0.0,-0.5050370652293736,0
control_pseudo_2,iSN,1,control,0.0828662,0.11759308401171926,0.09176655985773555,-0.1195695217736313,1
control_pseudo_2,iSN,2,control,0.023541565,0.03340717000191091,-0.08418591400980835,-0.47319438814374964,1
control_pseudo_2,iSuC,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iSuC,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iSuC,2,control,0.001128494,0.12309308328563821,0.12309308328563821,-0.09646664843488327,1
control_pseudo_2,iSuM,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iSuM,1,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iSuM,2,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iTC,0,control,0.0,0.0,0.0,-0.6135219734254534,0
control_pseudo_2,iTC,1,control,0.000572201,0.07897705431022842,0.07897705431022842,-0.28177704192175523,1
control_pseudo_2,iTC,2,control,0.001872681,0.25847355919114584,0.17949650488091742,0.47220215161675544,1
control_pseudo_2,iTeA,0,control,0.000864683,0.013046668141610708,0.0,-0.558719144087343,0
control_pseudo_2,iTeA,1,control,0.007425943,0.11204547095238028,0.09899880281076957,-0.14287239791218945,1
control_pseudo_2,iTeA,2,control,0.028714475,0.433254991928345,0.3212095209759647,1.2063755762643615,1
control_pseudo_2,iV,0,control,0.000768059,0.013063048577749804,0.0,-0.5586503376889222,0
control_pseudo_2,iV,1,control,0.0023948,0.047230757748788224,0.034167709171038424,-0.4151280901502924,1
control_pseudo_2,iV,2,control,0.009579945,0.19814595857777134,0.15091520082898313,0.21879467892662208,1
control_pseudo_2,iV-b,0,control,0.000971331,0.03985726850644414,0.0,-0.44610060115375605,1
control_pseudo_2,iV-b,1,control,3.92404e-05,0.00161017733306182,-0.03824709117338232,-0.6067583865364421,0
control_pseudo_2,iV-b,2,control,0.00779189,0.3197297851120545,0.3181196077789927,0.7295103362507708,1
control_pseudo_2,iVLThal,0,control,0.01660202,0.9999999999397664,0.0,3.5870010060793835,1
control_pseudo_2,iVLThal,1,control,0.0,0.0,-0.9999999999397664,-0.6135219734254534,0
control_pseudo_2,iVLThal,2,control,0.0,0.0,0.0,-0.6135219734254534,0
